sentence,mdd,t_depth,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords
"היא אוהבת אנשים כאלה, שיודעים בדיוק מה הם רוצים.",6.2,12,0,8,9,38,4.222,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,6,0,0,0,2,0,0,2,2,6,0,0,0,0,3
"למזלה, היא הצליחה לסובב את המפתח בקלות והדלת נפתחה.",7.54,15,0,8,9,41,4.556,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,6,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2
נטע ענתה לטלפון.,3.0,5,0,2,3,13,4.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"היא אמרה ""הלו?""",3.0,4,0,2,3,10,3.333,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
"החברה הטובה שלה, תמר, הייתה זו שהתקשרה.",5.11,9,0,6,7,30,4.286,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
"תמר שאלה:
""איפה היית עד עכשיו?""",3.0,5,0,5,6,22,3.667,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,1
"נטע שאלה בכעס ""את עוד מְעִיזָה לשאול?""",4.0,8,0,6,10,26,2.6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0
"תמר אמרה: ""מהבוקר אני מתקשרת בטלפון ומנסה להשיג אותךְ.",6.83,12,0,8,9,42,4.667,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,4,2,2,4,0,2,0,0,0,2,0,0,2,0,0,0,0,1
"למה יצאת מהבית כל כך מוקדם, אם הפגישה שלךְ עם נועם הייתה בחמש?""",8.19,16,0,12,13,47,3.615,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,4,4,0,0,2,0,0,2,2,0,2,0,0,4,2,0,0,5
"נטע לקחה נשימה עמוקה, ואז התחילה לשאול המון שאלות בבת אחת: 
""למה?",6.85,13,0,11,12,49,4.083,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,2,4,0,2,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0
את עוד שואלת אותי למה?,3.67,6,0,4,5,17,3.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,2,0,2,0,0,0,0,2
"למה קבעת לי פגישה עיוורת עם הנועם 
שלך, שהוא הבחור הכי לא נעים בעולם?",9.06,18,0,13,14,53,3.786,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,2,6,0,0,0,0,0,4,0,0,2,2,2,6,0,0,0,4
"למה קבעת לפי פגישה עם 
בחור, שבכלל לא רוצה להכיר ולפגוש בנות?",6.92,12,0,11,12,47,3.917,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2,2,0,0,0,4,0,0,2,2,0,4,0,0,0,3
"הרגשתי כאילו אני מתנפלת עליו 
ומפחידה אותו.",4.75,8,0,6,7,35,5.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,2,2,0,0,2,2,0,0,0,2
תמר צחקה.,2.0,2,0,1,2,7,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
כולם יודעים שהיא אחת שצוחקת בכל מצב.,5.25,10,0,6,7,29,4.143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,4,4,0,2,0,0,1
"כשטוב לה, כשרע לה, כשמרגיזים אותה, כשמשעמם לה.",7.5,14,0,7,8,35,4.375,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,24,0,0,2,0,0,0,6,0,0,0,0
"היא משתמשת בצחוק שלה בכֵּיף, לפעמים בלי סיבה.",5.45,12,0,7,9,34,3.778,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,3
"נטע כעסה ושאלה את תמר ""מה את צוחקת?",4.25,8,0,7,8,26,3.25,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,2,2,0,2,0,0,0,4,2,0,0,0,0,0,0,2
"את שולחת אותי לפגישה כמו 
למלחמה ובסוף את צוחקת שהפגישה לא מצליחה?""",10.47,20,0,11,12,53,4.417,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,6,4,2,6,0,0,0,2,0,4,0,2,2,2,0,0,0,5
תמר לא הצליחה כמעט לְדַבֵּר.,4.0,7,0,4,8,19,2.375,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1
"היא שאלה את נטע:
""ככה הרגשת?",2.25,3,0,5,6,20,3.333,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2
"כמו חיילת שהַמְפַקֶּדּת שלה שולחת אותה למלחמה?""",5.5,9,0,6,12,33,2.75,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,2,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,3
"נטע נבהלה: ""טוב, ברור שזו רק דרך להסביר את ההרגשה שלי.",6.75,12,0,10,11,40,3.636,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,2,0,2,0,0,2,0,0,2,0,2,0,2,2,0,0,0,0,3
"""אני לא חושבת שאת הַמְפַקֶּדּת שלי או משהו כזה, אבל...""
תמר אמרה: ""אבל מה?""",8.75,17,0,13,19,46,2.421,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,2,4,0,2,2,0,0,2,4,2,2,2,4,0,0,0,0,3
"נטע המשיכה: 
""את יודעת שאני חושבת דברים טובים על הדעות שלך לגבי בנים, 
ועל קשרים בין בנים לבנות, ובכלל.",13.79,26,0,18,19,78,4.105,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2,2,2,6,4,4,0,2,0,2,0,0,0,4,4,8,0,0,0,3
"את יודעת שאין לי שום ניסיון בזה, ואני יודעת שלך יש הרבה ניסיון.",9.35,19,0,12,13,49,3.769,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,4,0,0,0,0,0,0,0,2,6,4,4,0,0,4
לכן אני מסכימה כמעט לכל מה שאת אומרת לי.,5.9,10,0,8,9,31,3.444,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,2,2,2,2,2,2,2,0,0,3
"הסברת לי, שפגישה עיוורת זה משהו מקובל, שאנשים עושים את זה כשהם 
רוצים עוד חברים, שזה לא יוריד מהכבוד שלי...""
תמר הפסיקה את נטע: ""אני לא מְשַנָה את מה שאמרתי.",18.63,40,0,29,33,114,3.455,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,12,8,4,4,4,0,6,0,2,6,4,0,6,2,10,10,2,2,0,0,8
"אני עדיין חושבת, 
שפגישה עיוורת היא דרך טובה להכיר אנשים.",5.89,11,0,9,10,45,4.5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,3
"כמעט כל אחד בוחר ללכת לפגישה עיוורת כשאין לו בן זוג, או כשאהבה גדולה 
נגמרת ורוצים להתחיל מחדש...""
נטע עשתה ""כן"" עם הראש: ""בסדר, בסדר"".",15.65,32,0,24,25,98,3.92,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,12,6,4,8,6,2,6,2,2,12,4,2,0,0,0,0,4,2,0,0,4
"היא התיישבה על השטיח והמשיכה: 
""את כל הדברים האלה כבר שמעתי.",7.69,15,0,10,11,46,4.182,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,0,6,2,0,0,0,0,2,0,2,0,0,4,2,2,0,0,3
בסוף הרי הסכמתי לפגישה.,4.71,8,0,3,4,19,4.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"את בטח 
זוכרת שלא היה לי קל, אמרתי לך שאני אצטרך הרבה אומץ כדי להיכנס 
לפיצרייה ולהציג את עצמי לבחור זר.",12.62,24,0,20,21,80,3.81,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,2,0,2,2,0,0,0,6,0,2,0,4,6,6,0,0,2,5
"אבל, בסופו של דבר השתכנעתי.",4.2,6,0,4,5,21,4.2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"אפילו התחלתי להתייחס לזה כמו אל הַרְפַּתְקָה (דבר מיוחד)"".",4.67,8,0,8,14,40,2.857,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,2,2,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,2
"תמר אמרה: ""וככה צריך להתייחס אל זה"".",4.29,7,0,6,7,26,3.714,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,2,0,2,0,0,0,0,2,2,0,0,2,1
"""אמרתי לך אלף פעם, שבפגישה עיוורת לא צריך לְצַפּוֹת לכלום.",7.31,15,0,9,14,42,3.0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,2,4,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,1
"מי שהולך לפגישה עיוורת צריך לדעת: 
הפגישה יכולה להצליח, אבל יכולה גם לא להצליח.",8.6,17,0,13,14,62,4.429,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,2,2,0,2,0,0,0,4,2,0,2,2,0,0,0,0,6,6
"צריך להאמין בטוב ולהגיד – מה שיהיה יהיה.""",3.33,6,0,7,7,31,4.429,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1
נטע חשבה על הדברים של תמר.,3.83,6,0,5,6,20,3.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2
היא הבינה שתמר אומרת דברים חשובים ועמוקים.,4.88,8,0,6,7,35,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1
"תמר צחקה ואמרה: ""ככה זה בחיים.",4.25,9,0,5,6,22,3.667,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,2,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1
החיים זה לא פִּיקְנִיק (זה לא משהו קל).,6.5,8,0,7,11,25,2.273,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3
צריך לקחת את החיים בקלות ולקוות שיהיה טוב.,5.91,11,0,7,8,34,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,4,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1
"לא יכול להיות יותר גרוע מעכשיו"".",3.17,6,0,5,6,25,4.167,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4
"נטע אמרה: ""יכול להיות יותר גרוע.",4.4,6,0,5,6,24,4.0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2
אני הקשבתי לכל העצות שלך.,5.0,8,0,4,5,20,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1
"חשבתי שבמקרה הטוב אני אכיר נער נחמד, ונעבור יחד אחר צוהריים נחמד
עם פיצה וספגטי.",9.35,18,0,14,15,64,4.267,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,2,4,2,0,6,0,0,2,0,0,0,2,2,2,0,0,0,3
"הפגישה הראשונה תביא לפגישה שנייה, לא עיוורת, ויותר 
נעימה.",6.55,13,0,8,9,46,5.111,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
"ובמקרה הרע, הנער שאני אפגוש לא יהיה מי שרציתי.",8.64,14,0,8,9,36,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,6,2,0,0,0,0,2,0,0,2,4,2,0,0,0,0,3
"נשב, נדבר, 
ואחר כך נגיד שלום ולא להתראות.",5.12,10,0,7,8,31,3.875,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,4,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1
"אני חייבת להסביר לך כמה התאכזבתי"".",3.5,7,0,5,6,27,4.5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,1
"תמר אמרה: ""אני מבינה"".",2.33,4,0,3,4,15,3.75,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"נטע ענתה: ""לא את לא מבינה"".",3.6,6,0,5,6,18,3.0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,2
"""לא היה אכפת לי אם הוא לא יהיה מספיק חתיך או חכם.",6.55,12,0,11,12,36,3.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,4,4,0,0,0,2,2,2,0,2,7
"אבל לא התכוננתי 
שהוא יחשוב עלי שאני צרה.",5.44,11,0,7,8,32,4.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,2,0,0,4,4,2,0,0,0,3
"צרה שמפריעה לו לאכול את הפיצה שלו בשקט"".",5.73,10,0,7,8,31,3.875,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,2,2,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,3
"נטע הייתה חייבת להוציא החוצה את כל המתח מהפגישה עם הנער, 
שלא שמח לראות אותה.",9.94,18,0,14,15,60,4.0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,6,0,0,2,0,0,4,0,4,0,2,0,2,2,0,2,3
הוא בכלל נראה כאילו הוא רוצה להרחיק אותה ממנו בבעיטה.,6.5,14,0,9,10,43,4.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,4,0,0,0,2,2,2,0,0,4,2,0,0,0,3
"תמר אמרה: ""תני לי להסביר לך"".",3.86,7,0,5,6,20,3.333,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1
"נטע השיבה במהירות: ""אבל מה יעזרו ההסברים?""",5.0,9,0,6,7,32,4.571,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,2,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1
"תמר אמרה: ""תני לי לדבר...""
נטע צעקה: ""לדבר, לדבר, מה יצא לי מכל הדיבורים?",9.06,20,0,13,14,49,3.5,0,12,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,0,6,4,0,0,2,0,0,0,0,0,2,0,0,4,2,0,0,3
הוא היה מגעיל.,3.0,3,0,2,3,11,3.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2
את אפילו לא יכולה לדמיין כמה מגעיל.,4.67,7,0,6,7,28,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,2,3
"""הוא לא הבין מה אני רוצה ממנו"".",4.86,7,0,6,7,22,3.143,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,4,2,0,0,0,3
"""ויש לזה סיבה"", גם תמר הגבירה (הרימה) את הקול שלה.",7.36,14,0,9,10,35,3.5,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,2,6,2,0,0,2,0,2,0,2,0,0,2,0,0,0,0,2
"נטע כבר כעסה מאד: ""סיבה?""",3.0,3,0,4,5,17,3.4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
נטע ניתקה את הטלפון.,3.0,5,0,3,4,16,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1
"שתמר, החברה הטובה שלה, תלך לעזאזל עם כל ההסברים ועם כל הנאומים 
שלה.",9.67,19,0,12,13,52,4.0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,8,2,0,0,2,0,0,0,0,0,2,0,4,4,0,0,3
לה זה כבר הספיק והיא לא מוכנה לשמוע אפילו עוד מילה אחת.,7.33,13,0,11,12,43,3.583,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0,6,2,0,0,0,4,2,0,0,0,3
הטלפון צלצל שוב תוך פחות מדקה.,3.71,7,0,5,6,24,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
נטע ידעה שזו תמר מצלצלת.,3.4,5,0,4,5,19,3.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
היא הרגישה שאין לה כח להסברים.,4.25,10,0,5,6,24,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2
"היא ידעה שאף הסבר לא ישכנע אותה שפגישה עיוורת היא משהו מקובל ולא 
משפיל (מעליב).",11.28,20,0,14,15,62,4.133,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,2,2,2,0,0,0,4,2,2,0,4,2,0,0,0,0,4
אבל היא בכל זאת ענתה לטלפון.,6.0,9,0,5,6,22,3.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,3
"תמר ביקשה: ""תני לי רק דקה אחת"".",4.0,7,0,6,7,21,3.0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2
"נטע אמרה: ""תני גָּז (תתקדמי, תדברי)"".",2.8,5,0,5,7,23,3.286,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"תמר המשיכה: ""אני מצטערת מאוד על מה שעברת בפיצרייה, 
בפגישה העיוורת שהייתה לך שם, עם מישהו שאני לא מכירה...""
נטע אמרה מיד: ""אייך יכול להיות שאת לא מכירה?",17.91,35,0,27,28,113,4.036,0,13,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,2,8,6,0,4,4,2,0,10,0,2,4,8,4,6,0,0,2,7
תרשי לי להזכיר לך שזאת פגישה עיוורת שאת אִרְגַנְתְ!,5.82,13,0,8,13,37,2.846,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1
"את!""",0.0,0,0,0,1,2,2.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"תמר אמרה בּהֶחְלֵטִיוּת (בלי לוותר): 
""נכון, ארגנתי לך פגישה עיוורת עם אחד שקוראים לו נועם, חבר של חברה, 
אבל אני לא יודעת עם מי נפגשת שם.",13.12,26,0,25,32,97,3.031,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,2,2,0,0,6,2,2,0,6,2,0,2,2,2,10,0,0,0,8
"כנראה שבדיוק באותו המקום ובדיוק 
באותה השעה, ישב שם נער אחר שקוראים לו נועם"".",11.64,22,0,13,14,60,4.286,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,2,6,4,2,4,0,0,0,4,0,2,0,4,0,2,2,0,0,3
"נטע אמרה: ""מה זאת אומרת?""",3.0,5,0,4,5,17,3.4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,1
"תמר אמרה: ""הנועם שאני מכירה צלצל בבוקר להודיע שהוא חולה.",7.54,15,0,9,10,44,4.4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,2,2,4,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0
אני הייתי בטוחה שתהיי בבית.,4.71,8,0,4,5,22,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
"השעה הייתה רק עשר בבוקר וידעתי שקבעתם 
לחמש אחרי הצהריים.",7.25,14,0,9,10,46,4.6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,2,0,0,0,0,4,0,0,0,2,0,2,0,0,0,2
"""מעשר עד חמש צלצלתי המון פעמים, ואת לא ענית...""",6.22,11,0,8,9,33,3.667,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,0,2,0,0,0,0,2,0,2,0,0,0,2,2,0,0,3
"נטע פתחה את הפה בהפתעה:  
""אז מי היה הנועם ההוא, שישב בפיצרייה בחמש, עם משקפיים וג'ינס?",6.35,17,0,15,17,64,3.765,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,12,4,0,6,10,2,0,2,0,0,2,0,2,2,2,2,2,0,0,0,4
"אני הייתי בטוחה שהוא הנועם שלךְ"".",4.88,8,0,5,6,25,4.167,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,1
"תמר צחקה: ""עכשיו את מבינה למה הוא לא הבין כשהתנפלת עליו?""",6.27,11,0,10,11,43,3.909,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,0,2,0,6,4,0,2,2,0,2,2,0,0,0,4
"נטע הֶחְוִירה (הפנים שלה נהיו לבנות): ""והשארתי לו את מספר הטלפון שלי.""",9.47,18,0,11,15,50,3.333,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,4,0,2,6,2,0,0,4,0,0,0,2,0,0,0,2,0,0,0,3
"""איזו פדיחה...תמר, מה אני אעשה אם הוא יצלצל?",5.0,8,0,7,9,31,3.444,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,2,0,4,0,4,0,0,0,0,4
לספר לו את האמת?,2.8,6,0,3,4,12,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
לגלות לו שהייתי בטוחה שהוא מישהו אחר?,4.25,8,0,6,7,30,4.286,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1
"תמר, תעני לי, מה לעשות אם הוא
יציע פגישה?""",5.25,9,0,8,9,30,3.333,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,2,0,0,4,0,0,0,2,0,2,0,0,2,0,0,0,3
"תמר חייכה: ""נטע, אחרי מה שעברת היום, יש לי הרגשה שאת כבר לא צריכה 
אותי בתור מדריכה שלך.",11.55,22,0,17,18,65,3.611,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,2,2,0,0,2,4,0,4,0,4,2,4,0,6,0,0,2,6
"אם עברת את זה ונשארת בחיים, אני בטוחה 
שתצליחי להסתדר לבד"".",7.38,13,0,10,11,45,4.091,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,2,2,2,2,0,0,0,2,2,2,0,2,4,0,0,0,0,4
